latitude,longitude
126.88227370117674,37.583350165941795
126.88229882531417,37.5833682017187
126.88232394947472,37.58338623748645
126.88234907364192,37.58340427325325
126.88237419782683,37.58342230901092
126.88238701144836,37.58343128625543
126.88239982507297,37.58344026349858
126.88241758912413,37.58345270901276
126.88230436999962,37.58333358649392
126.8823169489709,37.583342666768445
126.88232952794525,37.583351747041775
126.88235022709557,37.58336655550707
126.88237033177303,37.58338093866912
126.88239525150674,37.583398508238545
126.88240977522555,37.58340874813218
126.88242429894834,37.583418988024164
126.882441676187,37.58343123976594
126.88224247653724,37.58336691920643
126.88226775205892,37.58338486832242
126.8822930275984,37.583402817427036
126.88231830314464,37.583420766526416
126.88234357870839,37.583438715625064
126.88236885428434,37.58345666471866
126.88239309415599,37.58347387830917
126.88362717213866,37.58437594902418
126.88365208888132,37.58439422751496
126.88367697071557,37.584412484455584
126.88370182107984,37.58443073819237
126.88372634728721,37.58444875383154
126.88375127569662,37.584466988247414
126.88376380852256,37.58447611022553
126.88377634135155,37.58448523220241
126.88380138671214,37.58450342719891
126.88381393868843,37.58451253808156
126.88382649066781,37.58452164896299
126.88383903813127,37.584530758294036
126.88385158559781,37.584539867623825
126.88387664706711,37.584558034967685
126.88389047483147,37.58456804634278
126.8839156034182,37.58458621196022
126.88392725688313,37.58459463651507
126.88365227356564,37.58435459283004
126.88367691501027,37.58437269680885
126.8836976403145,37.584387922058
126.88371011240565,37.5843970963676
126.88372258449985,37.584406270676006
126.88374751681192,37.58442457202535
126.88376000476035,37.584433732821196
126.88377249271184,37.58444289361574
126.88379747154079,37.5844610263288
126.88381065081634,37.584470584017545
126.88382322224965,37.5844796731569
126.88383579368602,37.58448876229501
126.88386082627957,37.58450686971712
126.88388032260089,37.58452097460169
126.88389288320478,37.58453007291693
126.88390544381174,37.58453917123089
126.88393049654034,37.58455725736943
126.88395188880068,37.5845726867947
126.88367706406785,37.58433326212197
126.8836897093169,37.584342556841165
126.88370235456908,37.58435185155903
126.8837272341647,37.584370131830184
126.8837521858319,37.58438841233175
126.88375313742358,37.58438910950122
126.88377804763954,37.5844072854672
126.8838016397853,37.58442447123348
126.88381420025117,37.584433569333676
126.8838267607201,37.58444266743262
126.88383932115484,37.584451765504326
126.88385188159266,37.58446086357477
126.88387697071855,37.58447901318991
126.88388955065649,37.58448809466329
126.8839021305975,37.584497176135415
126.88392724576316,37.584515297462865
126.88393962269448,37.584524218331595
126.88396481177848,37.584542322945694
126.88397659065792,37.58455078910772
126.88370168366178,37.58431141797805
126.88372660596289,37.584329698796175
126.88374925354002,37.58434626887879
126.88377413863601,37.58436438159522
126.88379196594323,37.58437731408765
126.88381703211965,37.584395436774685
126.88384222673787,37.5844135573549
126.88385483132981,37.58442261788384
126.88386743592481,37.584431678411406
126.88388004825593,37.58444075917974
126.8838926605901,37.58444983994675
126.88391783591861,37.58446791896386
126.88393126114373,37.584477572378916
126.88394386463426,37.58448663544708
126.88395646812785,37.584495698514
126.88398158886274,37.584513741857805
126.88400190696946,37.58452833555287
126.88362717214405,37.58437594902422
126.88363987646882,37.58439471233276
126.88365258079978,37.58441347564004
126.88366528513694,37.58443223894617
126.88367720803956,37.58444286146145
126.88368913094553,37.58445348397555
126.8837007764537,37.58446385934242
126.8837124219651,37.584474234708246
126.88373406438001,37.58449153234851
126.88375570680493,37.584508829985026
126.88376821964451,37.584517983076736
126.88378073248717,37.58452713616725
126.8838055742854,37.58454530781088
126.88380776781987,37.584546912368964
126.88383267281709,37.58456507029356
126.88385771736274,37.584583304134064
126.88388268146751,37.58460146745293
126.88390301709022,37.58461625846416
126.88392725687315,37.58459463652124
126.88393989405733,37.584603788100594
126.88395253124462,37.58461293967862
126.88396590350605,37.584622623582845
126.88397847513556,37.584631750631296
126.88399104676812,37.5846408776784
126.88401610812623,37.584658964656604
126.88403245362166,37.584670761319806
126.88405765285621,37.584688867039844
126.88408282840862,37.58470693661351
126.88410405013289,37.584722362343186
126.88412527186595,37.58473778806927
126.88414649360779,37.58475321379183
126.88416771535843,37.58476863951072
126.8839518888027,37.584572686791645
126.88397140886725,37.58458684340479
126.88397699767717,37.584590896574824
126.88399745367735,37.584605731867526
126.88402239893969,37.58462387138652
126.8840349670506,37.58463300862714
126.88404753516457,37.5846421458665
126.88407247096062,37.58466027321706
126.88408504971443,37.58466940163152
126.88409762847128,37.58467853004466
126.8841225878802,37.58469659645569
126.88412458100441,37.58469803914048
126.88414975375984,37.5847161711832
126.88417491065829,37.58473429613377
126.88419211913656,37.58474687621359
126.88397659065612,37.58455078911034
126.88398914079755,37.58455989784841
126.88400169094206,37.5845690065853
126.88402664007812,37.58458711113748
126.88402790352174,37.58458802718634
126.88404635122279,37.58460138980752
126.88407125552821,37.584619429273836
126.88409636219593,37.58463761530601
126.88412148991576,37.58465578353428
126.88414646605699,37.58467385663247
126.88414945341263,37.58467601838814
126.88417173823687,37.584692144492166
126.88419676440814,37.58471026066513
126.88421682707605,37.58472481589825
126.88400190696564,37.58452833555283
126.88401767576798,37.584539709130546
126.88402701679803,37.5845464466051
126.88404786903801,37.5845614868355
126.88407293221077,37.58457954564436
126.8840981122709,37.58459767830256
126.88412319493588,37.584615715278765
126.88413580421364,37.58462478261993
126.88414841349443,37.58463384995984
126.8841734411265,37.58465186037451
126.88417511513184,37.584653065023126
126.8842002965176,37.58467118607151
126.88422547680727,37.58468930506667
126.88424263730288,37.5847016920978
126.88411783811749,37.584816021913134
126.88410457526007,37.58480640619091
126.88408041942107,37.584788838712626
126.884067228387,37.5847792454511
126.8840540373563,37.58476965218818
126.88403692727834,37.58475720876483
126.88401981720614,37.58474476533914
126.88400474438933,37.58473380351861
126.88398967157697,37.584722841696205
126.88397265473537,37.584710466053025
126.8839556378994,37.58469809040756
126.88394233854558,37.58468841833361
126.88392903919521,37.58467874625826
126.88391228979023,37.584666565095716
126.88389554039075,37.58465438393093
126.88387552798399,37.58463982970872
126.88409360070467,37.58483865650832
126.88407041941515,37.584821923421735
126.88405420813868,37.584810225995845
126.88402925758099,37.58479201803221
126.88400590711407,37.58477497409488
126.88398088895723,37.58475670464227
126.88396837477522,37.58474756481089
126.88395586059627,37.58473842497824
126.88393085162174,37.58472014656764
126.88391834302956,37.584711002411545
126.88390583444044,37.58470185825424
126.88389331257318,37.58469272597567
126.88388079070899,37.58468359369587
126.88385581495548,37.584665390796324
126.88385045927792,37.584661487555444
126.88406663303569,37.5848590085435
126.88404169431934,37.584840969645875
126.88402981904063,37.584832379272974
126.88400487919677,37.584814160955226
126.88398513744897,37.584799736575185
126.88396026345625,37.58478153508828
126.88393526216939,37.584763253298625
126.88391032813824,37.58474501095861
126.88388783422114,37.584728559816064
126.88386283723788,37.58471026606753
126.88383785592495,37.58469198723985
126.8838259896467,37.584683304557565
126.88404052773801,37.58488128154353
126.88401557698343,37.58486297477568
126.88400398093616,37.58485446793126
