x,y
189637.458675429,553801.7941089679
189639.67939885872,553803.7927136475
189641.8947956019,553805.786527678
189644.12351471258,553807.7857853632
189644.6303991004,553808.240483334
189646.85517809913,553810.2346899479
189649.07019595662,553812.2201429935
189651.29564178662,553814.2165365551
189653.50949657575,553816.2033097055
189655.73310684637,553818.1988344741
189657.94696454518,553820.1856077618
189660.17209557898,553822.1824983571
189661.9693737272,553823.79839091
189664.17433687393,553825.8197484837
189665.96140389593,553827.4588045666
189668.1819097444,553829.4588405291
189670.39229167165,553831.4498817504
189672.601399561,553833.457516587
189672.96962992838,553833.7921644994
189674.09270566286,553834.7865176696
189675.21578139992,553835.7808708504
189676.33108531317,553836.7848158323
189677.4463892305,553837.7887608141
189678.2933352186,553838.5511422745
189679.3948171517,553839.5731894791
189680.49629908754,553840.5952366955
189682.57498036686,553842.5342194494
189684.7617766078,553844.5735975372
189686.24528754444,553845.9582660053
189687.3397752713,553846.9846517455
189688.43426299916,553848.0110374936
189689.53031687575,553849.03567261
189690.62637075793,553850.0603077287
189691.28229546058,553850.6731647529
189693.46614445696,553852.7103123107
189695.64474519316,553854.742031862
189697.8273074153,553856.7810233645
189700.00131789426,553858.8119756711
189702.18239819704,553860.8676150582
189702.51482701057,553861.1815189397
189704.6917280101,553863.2425305904
189706.86275014377,553865.3101677685
189709.02448666593,553867.3735022281
189710.13983957606,553868.4337843368
189712.300583551,553870.4889106157
189714.46937980113,553872.5460625694
189716.63987394664,553874.5994433068
189718.27996774568,553876.1510336865
189720.4542558492,553878.2043274406
189722.49990876336,553880.1362410042
189615.54695142692,553777.811046368
189617.08186815502,553779.18663506
189618.1993544753,553780.1881261881
189619.31684079758,553781.189617322
189620.39951223633,553782.159907732
189620.3995103373,553782.1599075806
189620.71634823843,553782.4438534346
189622.941656801,553784.4316444332
189624.42938117235,553785.7599898076
189625.548794749,553786.7594790997
189626.66820832546,553787.7589684009
189628.90247468543,553789.7531993449
189630.1300289935,553790.8488287771
189631.24984460173,553791.8478917716
189632.36966020978,553792.8469547646
189634.59937580393,553794.8381169597
189636.38617080494,553796.4359409681
189638.60978062908,553798.4311277557
189640.8329486138,553800.4259236627
189643.05655276988,553802.4211085087
189645.27971893628,553804.4159006405
189647.50285493652,553806.410407949
189649.72651900098,553808.404661402
189650.86014701342,553809.4211340024
189651.99377502437,553810.4376066121
189653.11125353613,553811.4415709806
189654.2287320627,553812.4455353534
189655.34356115846,553813.4490923259
189656.45839026975,553814.4526493062
189658.68756125343,553816.458772452
189659.80283060795,553817.4618328651
189660.9180999578,553818.464893291
189663.14810602044,553820.4699603668
189664.26246203508,553821.4746046371
189665.37681805616,553822.4792489208
189666.4920617908,553823.4867247699
189667.60730552865,553824.494200614
189668.42120896198,553825.2309664182
189670.63795796133,553827.2386347009
189672.4763550911,553828.9078977295
189673.5866475891,553829.9176841661
189674.69694009316,553830.9274706161
189675.80710889155,553831.93818399
189676.9172776935,553832.9488973767
189678.02605190256,553833.9592625158
189679.13482611562,553834.9696276669
189680.24408111276,553835.9809956877
189681.35333611353,553836.9923637212
189682.4570468691,553838.0088412347
189683.56075762826,553839.0253187574
189684.66382034894,553840.0498546389
189685.766883069,553841.0743905301
189686.6153582906,553841.8625919109
189687.714208829,553842.8849317186
189688.81305936395,553843.9072715384
189691.00812856536,553845.9513019008
189692.10622062988,553846.9743695279
189693.20431269764,553847.9974371585
189694.301850826,553849.0196899362
189695.39938895803,553850.041942733
