x,y,,dx,dy,d
190319.750223504,553219.48186269,,-7.02607855646056,5.23828756832518,8.76387109273208
190312.47648595,553224.91601945,,-7.27373755371082,5.43415676057339,9.07949985950484
190303.381442444,553231.692567942,,-9.09504350600764,6.77654849144165,11.3420203593995
190295.096798451,553237.84472834,,-8.28464399289805,6.15216039842926,10.3191280473237
190284.516013976,553245.699789913,,-10.5807844747033,7.85506157309283,13.1778219906478
190273.628422434,553253.777817611,,-10.887591542647,8.07802769809496,13.5570712578605
190260.371686735,553263.6127185,,-13.2567356987856,9.83490088884719,16.5065537554301
190245.342443613,553274.7707151,,-15.0292431222042,11.1579966003774,18.718414381575
190212.306283913,553299.235829823,,-33.0361596996081,24.4651147222612,41.1087543726566
190193.016777746,553313.522781232,,-19.2895061668823,14.2869514093036,24.0042085629582
190171.116422007,553329.71944246,,-21.9003557392862,16.1966612279648,27.2388952867172
190147.192932771,553347.400608416,,-23.9234892364766,17.6811659558443,29.7482262799973
